fips,above_average_vax_rate
17125,Voted Republican and Above Average Vaccination Rate
17127,Voted Republican and Below Average Vaccination Rate
17129,Voted Republican and Above Average Vaccination Rate
17131,Voted Republican and Above Average Vaccination Rate
17133,Voted Republican and Above Average Vaccination Rate
17135,Voted Republican and Above Average Vaccination Rate
17137,Voted Republican and Above Average Vaccination Rate
17139,Voted Republican and Below Average Vaccination Rate
17141,Voted Republican and Above Average Vaccination Rate
17143,Voted Democrat and Above Average Vaccination Rate
17145,Voted Republican and Below Average Vaccination Rate
17147,Voted Republican and Above Average Vaccination Rate
17149,Voted Republican and Below Average Vaccination Rate
17151,Voted Republican and Below Average Vaccination Rate
17153,Voted Republican and Below Average Vaccination Rate
17155,Voted Republican and Above Average Vaccination Rate
17157,Voted Republican and Below Average Vaccination Rate
17159,Voted Republican and Below Average Vaccination Rate
17161,Voted Democrat and Above Average Vaccination Rate
17163,Voted Democrat and Above Average Vaccination Rate
17165,Voted Republican and Above Average Vaccination Rate
17167,Voted Republican and Above Average Vaccination Rate
17169,Voted Republican and Above Average Vaccination Rate
17171,Voted Republican and Below Average Vaccination Rate
17173,Voted Republican and Below Average Vaccination Rate
17175,Voted Republican and Above Average Vaccination Rate
17177,Voted Republican and Above Average Vaccination Rate
17179,Voted Republican and Above Average Vaccination Rate
17181,Voted Republican and Above Average Vaccination Rate
17183,Voted Republican and Below Average Vaccination Rate
17185,Voted Republican and Above Average Vaccination Rate
17187,Voted Republican and Above Average Vaccination Rate
17189,Voted Republican and Above Average Vaccination Rate
17191,Voted Republican and Below Average Vaccination Rate
17193,Voted Republican and Above Average Vaccination Rate
17195,Voted Republican and Above Average Vaccination Rate
17197,Voted Democrat and Above Average Vaccination Rate
17199,Voted Republican and Above Average Vaccination Rate
17201,Voted Democrat and Above Average Vaccination Rate
17203,Voted Republican and Above Average Vaccination Rate
18001,Voted Republican and Below Average Vaccination Rate
18003,Voted Republican and Above Average Vaccination Rate
18005,Voted Republican and Above Average Vaccination Rate
18009,Voted Republican and Below Average Vaccination Rate
18011,Voted Republican and Above Average Vaccination Rate
18013,Voted Republican and Below Average Vaccination Rate
18015,Voted Republican and Below Average Vaccination Rate
18017,Voted Republican and Below Average Vaccination Rate
18019,Voted Republican and Above Average Vaccination Rate
18021,Voted Republican and Above Average Vaccination Rate
18023,Voted Republican and Below Average Vaccination Rate
18025,Voted Republican and Below Average Vaccination Rate
18027,Voted Republican and Below Average Vaccination Rate
18029,Voted Republican and Above Average Vaccination Rate
18031,Voted Republican and Below Average Vaccination Rate
18033,Voted Republican and Below Average Vaccination Rate
18035,Voted Republican and Below Average Vaccination Rate
18037,Voted Republican and Above Average Vaccination Rate
18039,Voted Republican and Below Average Vaccination Rate
18041,Voted Republican and Below Average Vaccination Rate
18043,Voted Republican and Above Average Vaccination Rate
18045,Voted Republican and Below Average Vaccination Rate
18047,Voted Republican and Below Average Vaccination Rate
18049,Voted Republican and Below Average Vaccination Rate
18051,Voted Republican and Below Average Vaccination Rate
18053,Voted Republican and Below Average Vaccination Rate
18055,Voted Republican and Below Average Vaccination Rate
18057,Voted Republican and Above Average Vaccination Rate
18059,Voted Republican and Above Average Vaccination Rate
18061,Voted Republican and Above Average Vaccination Rate
18063,Voted Republican and Above Average Vaccination Rate
18065,Voted Republican and Above Average Vaccination Rate
18067,Voted Republican and Below Average Vaccination Rate
18069,Voted Republican and Below Average Vaccination Rate
18071,Voted Republican and Above Average Vaccination Rate
18073,Voted Republican and Below Average Vaccination Rate
18075,Voted Republican and Below Average Vaccination Rate
18077,Voted Republican and Above Average Vaccination Rate
18079,Voted Republican and Below Average Vaccination Rate
18081,Voted Republican and Above Average Vaccination Rate
18083,Voted Republican and Below Average Vaccination Rate
18085,Voted Republican and Below Average Vaccination Rate
18087,Voted Republican and Below Average Vaccination Rate
18089,Voted Democrat and Above Average Vaccination Rate
18091,Voted Republican and Above Average Vaccination Rate
18093,Voted Republican and Below Average Vaccination Rate
18095,Voted Republican and Above Average Vaccination Rate
18097,Voted Democrat and Above Average Vaccination Rate
18099,Voted Republican and Below Average Vaccination Rate
18101,Voted Republican and Below Average Vaccination Rate
18103,Voted Republican and Below Average Vaccination Rate
18105,Voted Democrat and Above Average Vaccination Rate
18107,Voted Republican and Below Average Vaccination Rate
18109,Voted Republican and Above Average Vaccination Rate
18111,Voted Republican and Below Average Vaccination Rate
18113,Voted Republican and Below Average Vaccination Rate
18115,Voted Republican and Above Average Vaccination Rate
18117,Voted Republican and Above Average Vaccination Rate
18119,Voted Republican and Below Average Vaccination Rate
18121,Voted Republican and Below Average Vaccination Rate
18123,Voted Republican and Above Average Vaccination Rate
18125,Voted Republican and Above Average Vaccination Rate
18127,Voted Republican and Above Average Vaccination Rate
18129,Voted Republican and Below Average Vaccination Rate
18131,Voted Republican and Below Average Vaccination Rate
18133,Voted Republican and Below Average Vaccination Rate
18135,Voted Republican and Below Average Vaccination Rate
18137,Voted Republican and Below Average Vaccination Rate
18139,Voted Republican and Below Average Vaccination Rate
18141,Voted Democrat and Above Average Vaccination Rate
18143,Voted Republican and Below Average Vaccination Rate
18145,Voted Republican and Above Average Vaccination Rate
18147,Voted Republican and Below Average Vaccination Rate
18149,Voted Republican and Below Average Vaccination Rate
18151,Voted Republican and Below Average Vaccination Rate
18153,Voted Republican and Below Average Vaccination Rate
18155,Voted Republican and Below Average Vaccination Rate
18157,Voted Democrat and Above Average Vaccination Rate
18159,Voted Republican and Below Average Vaccination Rate
18161,Voted Republican and Below Average Vaccination Rate
18163,Voted Republican and Above Average Vaccination Rate
18165,Voted Republican and Below Average Vaccination Rate
18167,Voted Republican and Below Average Vaccination Rate
18169,Voted Republican and Below Average Vaccination Rate
18171,Voted Republican and Below Average Vaccination Rate
18173,Voted Republican and Above Average Vaccination Rate
18175,Voted Republican and Below Average Vaccination Rate
18177,Voted Republican and Below Average Vaccination Rate
18179,Voted Republican and Below Average Vaccination Rate
18181,Voted Republican and Above Average Vaccination Rate
18183,Voted Republican and Below Average Vaccination Rate
19001,Voted Republican and Below Average Vaccination Rate
19003,Voted Republican and Above Average Vaccination Rate
19005,Voted Republican and Above Average Vaccination Rate
19007,Voted Republican and Below Average Vaccination Rate
19009,Voted Republican and Above Average Vaccination Rate
19011,Voted Republican and Above Average Vaccination Rate
19013,Voted Democrat and Above Average Vaccination Rate
19015,Voted Republican and Above Average Vaccination Rate
19017,Voted Republican and Above Average Vaccination Rate
19019,Voted Republican and Above Average Vaccination Rate
19021,Voted Republican and Above Average Vaccination Rate
19023,Voted Republican and Above Average Vaccination Rate
19025,Voted Republican and Above Average Vaccination Rate
19027,Voted Republican and Above Average Vaccination Rate
19029,Voted Republican and Above Average Vaccination Rate
19031,Voted Republican and Above Average Vaccination Rate
19033,Voted Republican and Above Average Vaccination Rate
19035,Voted Republican and Above Average Vaccination Rate
19037,Voted Republican and Above Average Vaccination Rate
19039,Voted Republican and Above Average Vaccination Rate
19041,Voted Republican and Above Average Vaccination Rate
19043,Voted Republican and Below Average Vaccination Rate
19045,Voted Republican and Above Average Vaccination Rate
19047,Voted Republican and Above Average Vaccination Rate
19049,Voted Republican and Above Average Vaccination Rate
19051,Voted Republican and Below Average Vaccination Rate
19053,Voted Republican and Below Average Vaccination Rate
19055,Voted Republican and Above Average Vaccination Rate
19057,Voted Republican and Above Average Vaccination Rate
19059,Voted Republican and Above Average Vaccination Rate
19061,Voted Republican and Above Average Vaccination Rate
19063,Voted Republican and Below Average Vaccination Rate
19065,Voted Republican and Above Average Vaccination Rate
19067,Voted Republican and Above Average Vaccination Rate
19069,Voted Republican and Above Average Vaccination Rate
19071,Voted Republican and Above Average Vaccination Rate
19073,Voted Republican and Above Average Vaccination Rate
19075,Voted Republican and Above Average Vaccination Rate
19077,Voted Republican and Above Average Vaccination Rate
19079,Voted Republican and Above Average Vaccination Rate
19081,Voted Republican and Below Average Vaccination Rate
19083,Voted Republican and Above Average Vaccination Rate
19085,Voted Republican and Above Average Vaccination Rate
19087,Voted Republican and Above Average Vaccination Rate
19089,Voted Republican and Above Average Vaccination Rate
19091,Voted Republican and Below Average Vaccination Rate
19093,Voted Republican and Above Average Vaccination Rate
19095,Voted Republican and Above Average Vaccination Rate
19097,Voted Republican and Above Average Vaccination Rate
19099,Voted Republican and Above Average Vaccination Rate
19101,Voted Republican and Below Average Vaccination Rate
19103,Voted Democrat and Above Average Vaccination Rate
19105,Voted Republican and Above Average Vaccination Rate
19107,Voted Republican and Below Average Vaccination Rate
19109,Voted Republican and Above Average Vaccination Rate
19111,Voted Republican and Below Average Vaccination Rate
19113,Voted Democrat and Above Average Vaccination Rate
19115,Voted Republican and Above Average Vaccination Rate
19117,Voted Republican and Below Average Vaccination Rate
19119,Voted Republican and Below Average Vaccination Rate
19121,Voted Republican and Above Average Vaccination Rate
19123,Voted Republican and Below Average Vaccination Rate
19125,Voted Republican and Above Average Vaccination Rate
19127,Voted Republican and Above Average Vaccination Rate
19129,Voted Republican and Above Average Vaccination Rate
19131,Voted Republican and Below Average Vaccination Rate
19133,Voted Republican and Above Average Vaccination Rate
19135,Voted Republican and Below Average Vaccination Rate
19137,Voted Republican and Above Average Vaccination Rate
19139,Voted Republican and Above Average Vaccination Rate
19141,Voted Republican and Above Average Vaccination Rate
19143,Voted Republican and Below Average Vaccination Rate
19145,Voted Republican and Above Average Vaccination Rate
19147,Voted Republican and Above Average Vaccination Rate
19149,Voted Republican and Above Average Vaccination Rate
19151,Voted Republican and Above Average Vaccination Rate
19153,Voted Democrat and Above Average Vaccination Rate
19155,Voted Republican and Above Average Vaccination Rate
19157,Voted Republican and Above Average Vaccination Rate
19159,Voted Republican and Above Average Vaccination Rate
19161,Voted Republican and Above Average Vaccination Rate
19163,Voted Democrat and Above Average Vaccination Rate
19165,Voted Republican and Above Average Vaccination Rate
19167,Voted Republican and Below Average Vaccination Rate
19169,Voted Democrat and Above Average Vaccination Rate
19171,Voted Republican and Above Average Vaccination Rate
19173,Voted Republican and Below Average Vaccination Rate
19175,Voted Republican and Above Average Vaccination Rate
19177,Voted Republican and Below Average Vaccination Rate
19179,Voted Republican and Below Average Vaccination Rate
19181,Voted Republican and Above Average Vaccination Rate
19183,Voted Republican and Above Average Vaccination Rate
19185,Voted Republican and Below Average Vaccination Rate
19187,Voted Republican and Above Average Vaccination Rate
19189,Voted Republican and Above Average Vaccination Rate
19191,Voted Republican and Above Average Vaccination Rate
19193,Voted Republican and Above Average Vaccination Rate
19195,Voted Republican and Below Average Vaccination Rate
19197,Voted Republican and Above Average Vaccination Rate
20001,Voted Republican and Below Average Vaccination Rate
20003,Voted Republican and Below Average Vaccination Rate
20005,Voted Republican and Below Average Vaccination Rate
20007,Voted Republican and Below Average Vaccination Rate
20009,Voted Republican and Below Average Vaccination Rate
20011,Voted Republican and Below Average Vaccination Rate
20013,Voted Republican and Above Average Vaccination Rate
20015,Voted Republican and Below Average Vaccination Rate
20017,Voted Republican and Below Average Vaccination Rate
20019,Voted Republican and Below Average Vaccination Rate
20021,Voted Republican and Below Average Vaccination Rate
20023,Voted Republican and Below Average Vaccination Rate
20025,Voted Republican and Below Average Vaccination Rate
20027,Voted Republican and Above Average Vaccination Rate
20029,Voted Republican and Below Average Vaccination Rate
20031,Voted Republican and Above Average Vaccination Rate
20033,Voted Republican and Below Average Vaccination Rate
20035,Voted Republican and Below Average Vaccination Rate
20037,Voted Republican and Below Average Vaccination Rate
20039,Voted Republican and Below Average Vaccination Rate
20041,Voted Republican and Above Average Vaccination Rate
20043,Voted Republican and Below Average Vaccination Rate
20045,Voted Democrat and Above Average Vaccination Rate
20047,Voted Republican and Below Average Vaccination Rate
20049,Voted Republican and Below Average Vaccination Rate
20051,Voted Republican and Below Average Vaccination Rate
20053,Voted Republican and Above Average Vaccination Rate
20055,Voted Republican and Above Average Vaccination Rate
20057,Voted Republican and Below Average Vaccination Rate
20059,Voted Republican and Above Average Vaccination Rate
20061,Voted Republican and Above Average Vaccination Rate
20063,Voted Republican and Above Average Vaccination Rate
20065,Voted Republican and Above Average Vaccination Rate
20067,Voted Republican and Below Average Vaccination Rate
20069,Voted Republican and Below Average Vaccination Rate
20071,Voted Republican and Above Average Vaccination Rate
20073,Voted Republican and Below Average Vaccination Rate
20075,Voted Republican and Below Average Vaccination Rate
20077,Voted Republican and Below Average Vaccination Rate
20079,Voted Republican and Below Average Vaccination Rate
20081,Voted Republican and Below Average Vaccination Rate
20083,Voted Republican and Below Average Vaccination Rate
20085,Voted Republican and Above Average Vaccination Rate
20087,Voted Republican and Above Average Vaccination Rate
20089,Voted Republican and Below Average Vaccination Rate
20091,Voted Democrat and Above Average Vaccination Rate
20093,Voted Republican and Above Average Vaccination Rate
20095,Voted Republican and Below Average Vaccination Rate
20097,Voted Republican and Above Average Vaccination Rate
20099,Voted Republican and Below Average Vaccination Rate
20101,Voted Republican and Below Average Vaccination Rate
20103,Voted Republican and Above Average Vaccination Rate
20105,Voted Republican and Below Average Vaccination Rate
20107,Voted Republican and Below Average Vaccination Rate
20109,Voted Republican and Below Average Vaccination Rate
20111,Voted Republican and Above Average Vaccination Rate
20113,Voted Republican and Above Average Vaccination Rate
20115,Voted Republican and Below Average Vaccination Rate
20117,Voted Republican and Above Average Vaccination Rate
20119,Voted Republican and Below Average Vaccination Rate
20121,Voted Republican and Below Average Vaccination Rate
20123,Voted Republican and Above Average Vaccination Rate
20125,Voted Republican and Below Average Vaccination Rate
20127,Voted Republican and Above Average Vaccination Rate
20129,Voted Republican and Below Average Vaccination Rate
20131,Voted Republican and Above Average Vaccination Rate
20133,Voted Republican and Below Average Vaccination Rate
20135,Voted Republican and Above Average Vaccination Rate
20137,Voted Republican and Below Average Vaccination Rate
20139,Voted Republican and Above Average Vaccination Rate
20141,Voted Republican and Below Average Vaccination Rate
20143,Voted Republican and Below Average Vaccination Rate
20145,Voted Republican and Below Average Vaccination Rate
20147,Voted Republican and Below Average Vaccination Rate
20149,Voted Republican and Below Average Vaccination Rate
20151,Voted Republican and Below Average Vaccination Rate
20153,Voted Republican and Below Average Vaccination Rate
20155,Voted Republican and Below Average Vaccination Rate
20157,Voted Republican and Above Average Vaccination Rate
20159,Voted Republican and Below Average Vaccination Rate
20161,Voted Democrat and Below Average Vaccination Rate
20163,Voted Republican and Below Average Vaccination Rate
20165,Voted Republican and Above Average Vaccination Rate
20167,Voted Republican and Below Average Vaccination Rate
20169,Voted Republican and Below Average Vaccination Rate
20171,Voted Republican and Below Average Vaccination Rate
20173,Voted Republican and Above Average Vaccination Rate
20175,Voted Republican and Above Average Vaccination Rate
20177,Voted Democrat and Above Average Vaccination Rate
20179,Voted Republican and Below Average Vaccination Rate
20181,Voted Republican and Below Average Vaccination Rate
20183,Voted Republican and Below Average Vaccination Rate
20185,Voted Republican and Below Average Vaccination Rate
20187,Voted Republican and Above Average Vaccination Rate
20189,Voted Republican and Below Average Vaccination Rate
20191,Voted Republican and Below Average Vaccination Rate
20193,Voted Republican and Below Average Vaccination Rate
20195,Voted Republican and Below Average Vaccination Rate
20197,Voted Republican and Below Average Vaccination Rate
20199,Voted Republican and Below Average Vaccination Rate
20201,Voted Republican and Above Average Vaccination Rate
20203,Voted Republican and Above Average Vaccination Rate
20205,Voted Republican and Below Average Vaccination Rate
20207,Voted Republican and Below Average Vaccination Rate
20209,Voted Democrat and Above Average Vaccination Rate
21001,Voted Republican and Below Average Vaccination Rate
21003,Voted Republican and Below Average Vaccination Rate
21005,Voted Republican and Above Average Vaccination Rate
21007,Voted Republican and Below Average Vaccination Rate
21009,Voted Republican and Below Average Vaccination Rate
21011,Voted Republican and Above Average Vaccination Rate
21013,Voted Republican and Below Average Vaccination Rate
21015,Voted Republican and Above Average Vaccination Rate
21017,Voted Republican and Above Average Vaccination Rate
21019,Voted Republican and Below Average Vaccination Rate
21021,Voted Republican and Above Average Vaccination Rate
21023,Voted Republican and Below Average Vaccination Rate
21025,Voted Republican and Above Average Vaccination Rate
21027,Voted Republican and Below Average Vaccination Rate
21029,Voted Republican and Below Average Vaccination Rate
21031,Voted Republican and Below Average Vaccination Rate
21033,Voted Republican and Above Average Vaccination Rate
21035,Voted Republican and Below Average Vaccination Rate
21037,Voted Republican and Above Average Vaccination Rate
21039,Voted Republican and Below Average Vaccination Rate
21041,Voted Republican and Above Average Vaccination Rate
21043,Voted Republican and Below Average Vaccination Rate
21045,Voted Republican and Below Average Vaccination Rate
21049,Voted Republican and Above Average Vaccination Rate
21051,Voted Republican and Below Average Vaccination Rate
21053,Voted Republican and Below Average Vaccination Rate
21055,Voted Republican and Below Average Vaccination Rate
21057,Voted Republican and Below Average Vaccination Rate
21059,Voted Republican and Above Average Vaccination Rate
21061,Voted Republican and Below Average Vaccination Rate
21063,Voted Republican and Below Average Vaccination Rate
21065,Voted Republican and Above Average Vaccination Rate
21067,Voted Democrat and Above Average Vaccination Rate
21069,Voted Republican and Above Average Vaccination Rate
21071,Voted Republican and Above Average Vaccination Rate
21073,Voted Republican and Above Average Vaccination Rate
21075,Voted Republican and Above Average Vaccination Rate
21077,Voted Republican and Below Average Vaccination Rate
21079,Voted Republican and Above Average Vaccination Rate
21081,Voted Republican and Above Average Vaccination Rate
21083,Voted Republican and Below Average Vaccination Rate
21085,Voted Republican and Above Average Vaccination Rate
21087,Voted Republican and Below Average Vaccination Rate
21089,Voted Republican and Above Average Vaccination Rate
21091,Voted Republican and Above Average Vaccination Rate
21093,Voted Republican and Above Average Vaccination Rate
21095,Voted Republican and Below Average Vaccination Rate
21097,Voted Republican and Below Average Vaccination Rate
21099,Voted Republican and Below Average Vaccination Rate
21101,Voted Republican and Above Average Vaccination Rate
21103,Voted Republican and Above Average Vaccination Rate
21105,Voted Republican and Below Average Vaccination Rate
21107,Voted Republican and Above Average Vaccination Rate
21109,Voted Republican and Below Average Vaccination Rate
21111,Voted Democrat and Above Average Vaccination Rate
21113,Voted Republican and Above Average Vaccination Rate
21115,Voted Republican and Above Average Vaccination Rate
21117,Voted Republican and Above Average Vaccination Rate
21119,Voted Republican and Below Average Vaccination Rate
21121,Voted Republican and Below Average Vaccination Rate
21123,Voted Republican and Below Average Vaccination Rate
21125,Voted Republican and Below Average Vaccination Rate
21127,Voted Republican and Below Average Vaccination Rate
21129,Voted Republican and Below Average Vaccination Rate
21131,Voted Republican and Above Average Vaccination Rate
21133,Voted Republican and Above Average Vaccination Rate
21135,Voted Republican and Below Average Vaccination Rate
21137,Voted Republican and Below Average Vaccination Rate
21139,Voted Republican and Below Average Vaccination Rate
21141,Voted Republican and Above Average Vaccination Rate
21143,Voted Republican and Above Average Vaccination Rate
21145,Voted Republican and Above Average Vaccination Rate
21147,Voted Republican and Below Average Vaccination Rate
21149,Voted Republican and Above Average Vaccination Rate
21151,Voted Republican and Above Average Vaccination Rate
21153,Voted Republican and Above Average Vaccination Rate
21155,Voted Republican and Above Average Vaccination Rate
21157,Voted Republican and Above Average Vaccination Rate
21159,Voted Republican and Above Average Vaccination Rate
21161,Voted Republican and Above Average Vaccination Rate
21163,Voted Republican and Below Average Vaccination Rate
21165,Voted Republican and Below Average Vaccination Rate
21167,Voted Republican and Above Average Vaccination Rate
21169,Voted Republican and Below Average Vaccination Rate
21171,Voted Republican and Below Average Vaccination Rate
21173,Voted Republican and Above Average Vaccination Rate
21175,Voted Republican and Below Average Vaccination Rate
21177,Voted Republican and Below Average Vaccination Rate
21179,Voted Republican and Above Average Vaccination Rate
21181,Voted Republican and Above Average Vaccination Rate
21183,Voted Republican and Below Average Vaccination Rate
21185,Voted Republican and Above Average Vaccination Rate
21187,Voted Republican and Below Average Vaccination Rate
21189,Voted Republican and Below Average Vaccination Rate
21191,Voted Republican and Below Average Vaccination Rate
21193,Voted Republican and Above Average Vaccination Rate
21195,Voted Republican and Above Average Vaccination Rate
21197,Voted Republican and Above Average Vaccination Rate
21199,Voted Republican and Above Average Vaccination Rate
21201,Voted Republican and Below Average Vaccination Rate
21203,Voted Republican and Below Average Vaccination Rate
21205,Voted Republican and Above Average Vaccination Rate
21207,Voted Republican and Below Average Vaccination Rate
21209,Voted Republican and Above Average Vaccination Rate
21211,Voted Republican and Above Average Vaccination Rate
21213,Voted Republican and Above Average Vaccination Rate
21215,Voted Republican and Below Average Vaccination Rate
21217,Voted Republican and Above Average Vaccination Rate
21219,Voted Republican and Below Average Vaccination Rate
21221,Voted Republican and Below Average Vaccination Rate
21223,Voted Republican and Below Average Vaccination Rate
21225,Voted Republican and Below Average Vaccination Rate
21227,Voted Republican and Below Average Vaccination Rate
21229,Voted Republican and Above Average Vaccination Rate
21231,Voted Republican and Below Average Vaccination Rate
21233,Voted Republican and Below Average Vaccination Rate
21235,Voted Republican and Below Average Vaccination Rate
21237,Voted Republican and Above Average Vaccination Rate
21239,Voted Republican and Above Average Vaccination Rate
22001,Voted Republican and Above Average Vaccination Rate
22003,Voted Republican and Below Average Vaccination Rate
22005,Voted Republican and Above Average Vaccination Rate
22007,Voted Republican and Below Average Vaccination Rate
22009,Voted Republican and Below Average Vaccination Rate
22011,Voted Republican and Below Average Vaccination Rate
22013,Voted Republican and Below Average Vaccination Rate
22015,Voted Republican and Below Average Vaccination Rate
22017,Voted Democrat and Below Average Vaccination Rate
22019,Voted Republican and Below Average Vaccination Rate
22021,Voted Republican and Below Average Vaccination Rate
22023,Voted Republican and Below Average Vaccination Rate
22025,Voted Republican and Below Average Vaccination Rate
22027,Voted Republican and Below Average Vaccination Rate
22029,Voted Republican and Below Average Vaccination Rate
22031,Voted Republican and Below Average Vaccination Rate
22033,Voted Democrat and Above Average Vaccination Rate
22035,Voted Democrat and Below Average Vaccination Rate
22037,Voted Republican and Below Average Vaccination Rate
22039,Voted Republican and Below Average Vaccination Rate
22041,Voted Republican and Below Average Vaccination Rate
22043,Voted Republican and Below Average Vaccination Rate
22045,Voted Republican and Below Average Vaccination Rate
22047,Voted Democrat and Above Average Vaccination Rate
22049,Voted Republican and Below Average Vaccination Rate
22051,Voted Republican and Above Average Vaccination Rate
22053,Voted Republican and Below Average Vaccination Rate
22055,Voted Republican and Above Average Vaccination Rate
22057,Voted Republican and Below Average Vaccination Rate
22061,Voted Republican and Below Average Vaccination Rate
22063,Voted Republican and Below Average Vaccination Rate
22065,Voted Democrat and Below Average Vaccination Rate
22067,Voted Republican and Below Average Vaccination Rate
22069,Voted Republican and Below Average Vaccination Rate
22071,Voted Democrat and Above Average Vaccination Rate
22073,Voted Republican and Below Average Vaccination Rate
22075,Voted Republican and Above Average Vaccination Rate
22077,Voted Republican and Above Average Vaccination Rate
22079,Voted Republican and Above Average Vaccination Rate
22081,Voted Republican and Below Average Vaccination Rate
22083,Voted Republican and Below Average Vaccination Rate
22085,Voted Republican and Below Average Vaccination Rate
22087,Voted Republican and Below Average Vaccination Rate
22089,Voted Republican and Above Average Vaccination Rate
22091,Voted Democrat and Below Average Vaccination Rate
22093,Voted Democrat and Above Average Vaccination Rate
22095,Voted Democrat and Above Average Vaccination Rate
22097,Voted Republican and Below Average Vaccination Rate
22099,Voted Republican and Below Average Vaccination Rate
22101,Voted Republican and Below Average Vaccination Rate
22103,Voted Republican and Above Average Vaccination Rate
22105,Voted Republican and Below Average Vaccination Rate
22107,Voted Democrat and Above Average Vaccination Rate
22109,Voted Republican and Below Average Vaccination Rate
22111,Voted Republican and Below Average Vaccination Rate
22113,Voted Republican and Below Average Vaccination Rate
22115,Voted Republican and Above Average Vaccination Rate
22117,Voted Republican and Below Average Vaccination Rate
22119,Voted Republican and Below Average Vaccination Rate
22121,Voted Republican and Above Average Vaccination Rate
22123,Voted Republican and Below Average Vaccination Rate
22125,Voted Republican and Above Average Vaccination Rate
22127,Voted Republican and Below Average Vaccination Rate
23001,Voted Republican and Above Average Vaccination Rate
23003,Voted Republican and Above Average Vaccination Rate
23005,Voted Democrat and Above Average Vaccination Rate
23007,Voted Democrat and Above Average Vaccination Rate
23009,Voted Republican and Above Average Vaccination Rate
23011,Voted Democrat and Above Average Vaccination Rate
23013,Voted Republican and Above Average Vaccination Rate
23015,Voted Republican and Above Average Vaccination Rate
23017,Voted Republican and Above Average Vaccination Rate
23019,Voted Republican and Above Average Vaccination Rate
23021,Voted Republican and Above Average Vaccination Rate
23023,Voted Democrat and Above Average Vaccination Rate
23025,Voted Republican and Above Average Vaccination Rate
23027,Voted Republican and Above Average Vaccination Rate
23029,Voted Republican and Above Average Vaccination Rate
23031,Voted Democrat and Above Average Vaccination Rate
24001,Voted Republican and Above Average Vaccination Rate
24003,Voted Democrat and Above Average Vaccination Rate
24005,Voted Democrat and Above Average Vaccination Rate
24009,Voted Republican and Above Average Vaccination Rate
24011,Voted Republican and Above Average Vaccination Rate
24013,Voted Republican and Above Average Vaccination Rate
24015,Voted Republican and Above Average Vaccination Rate
24017,Voted Democrat and Above Average Vaccination Rate
24019,Voted Republican and Above Average Vaccination Rate
24021,Voted Democrat and Above Average Vaccination Rate
24023,Voted Republican and Below Average Vaccination Rate
24025,Voted Republican and Above Average Vaccination Rate
24027,Voted Democrat and Above Average Vaccination Rate
24029,Voted Democrat and Above Average Vaccination Rate
24031,Voted Democrat and Above Average Vaccination Rate
24033,Voted Democrat and Above Average Vaccination Rate
24035,Voted Republican and Above Average Vaccination Rate
24037,Voted Republican and Above Average Vaccination Rate
24039,Voted Republican and Below Average Vaccination Rate
24041,Voted Democrat and Above Average Vaccination Rate
24043,Voted Republican and Above Average Vaccination Rate
24045,Voted Republican and Above Average Vaccination Rate
24047,Voted Republican and Above Average Vaccination Rate
24510,Voted Democrat and Above Average Vaccination Rate
25001,Voted Democrat and Below Average Vaccination Rate
25003,Voted Democrat and Above Average Vaccination Rate
25005,Voted Democrat and Above Average Vaccination Rate
25007,Voted Democrat and Below Average Vaccination Rate
25009,Voted Democrat and Above Average Vaccination Rate
25011,Voted Democrat and Above Average Vaccination Rate
25013,Voted Democrat and Above Average Vaccination Rate
25015,Voted Democrat and Above Average Vaccination Rate
25017,Voted Democrat and Above Average Vaccination Rate
25021,Voted Democrat and Above Average Vaccination Rate
25023,Voted Democrat and Above Average Vaccination Rate
25025,Voted Democrat and Above Average Vaccination Rate
25027,Voted Democrat and Above Average Vaccination Rate
26001,Voted Republican and Above Average Vaccination Rate
26003,Voted Republican and Above Average Vaccination Rate
26005,Voted Republican and Above Average Vaccination Rate
26007,Voted Republican and Above Average Vaccination Rate
26009,Voted Republican and Above Average Vaccination Rate
26011,Voted Republican and Above Average Vaccination Rate
26013,Voted Republican and Above Average Vaccination Rate
26015,Voted Republican and Below Average Vaccination Rate
26017,Voted Republican and Above Average Vaccination Rate
26019,Voted Republican and Above Average Vaccination Rate
26021,Voted Republican and Above Average Vaccination Rate
26023,Voted Republican and Below Average Vaccination Rate
26025,Voted Republican and Above Average Vaccination Rate
26027,Voted Republican and Below Average Vaccination Rate
26029,Voted Republican and Above Average Vaccination Rate
26031,Voted Republican and Above Average Vaccination Rate
26033,Voted Republican and Above Average Vaccination Rate
26035,Voted Republican and Below Average Vaccination Rate
26037,Voted Republican and Above Average Vaccination Rate
26039,Voted Republican and Below Average Vaccination Rate
26041,Voted Republican and Above Average Vaccination Rate
26043,Voted Republican and Above Average Vaccination Rate
26045,Voted Republican and Above Average Vaccination Rate
26047,Voted Republican and Above Average Vaccination Rate
26049,Voted Democrat and Below Average Vaccination Rate
26051,Voted Republican and Below Average Vaccination Rate
26053,Voted Republican and Above Average Vaccination Rate
26055,Voted Republican and Above Average Vaccination Rate
26057,Voted Republican and Below Average Vaccination Rate
26059,Voted Republican and Below Average Vaccination Rate
26061,Voted Republican and Above Average Vaccination Rate
26063,Voted Republican and Above Average Vaccination Rate
26065,Voted Democrat and Above Average Vaccination Rate
26067,Voted Republican and Below Average Vaccination Rate
26069,Voted Republican and Above Average Vaccination Rate
